"No.","Time","Source","Destination","Protocol","Length","Info"
"22","0.315031188","f2:c5:4e:0f:00:3c","Broadcast","802.11","421","Data, SN=412, FN=0, Flags=.p....F.C"
"23","0.325297030","RealmeChongq_35:40:f1","IPv4mcast_fb","802.11","250","Data, SN=413, FN=0, Flags=.p....F.C"
"24","0.327955592","RealmeChongq_35:40:f1","IPv4mcast_fb","802.11","250","Data, SN=414, FN=0, Flags=.p....F.C"
"25","0.352285693","2a:b8:02:f0:1e:54","Broadcast","802.11","252","Beacon frame, SN=2305, FN=0, Flags=........C, BI=100, SSID=""badabing"""
"26","0.352627243","XiaomiCommun_ee:4f:7c","IPv4mcast_fb","802.11","250","Data, SN=415, FN=0, Flags=.p....F.C"
"27","0.357411118","14:e0:1d:f3:ae:e8","IPv4mcast_fb","802.11","250","Data, SN=416, FN=0, Flags=.p....F.C"
"28","0.359862801","","42:40:0c:27:31:b0 (42:40:0c:27:31:b0) (RA)","802.11","70","Clear-to-send, Flags=........C"
"29","0.363366344","SamsungElect_e8:d2:f0","IPv6mcast_16","802.11","188","Data, SN=417, FN=0, Flags=.p....F.C"
"30","0.364533885","XiaomiCommun_bd:5f:d7","IPv4mcast_fb","802.11","266","Data, SN=418, FN=0, Flags=.p....F.C"
"31","0.367871228","f2:c5:4e:cf:00:3c","Broadcast","802.11","421","Data, SN=420, FN=0, Flags=.p....F.C"
"32","0.376638978","f2:6d:14:5f:00:3c","Broadcast","802.11","421","Data, SN=421, FN=0, Flags=.p....F.C"
"33","0.379590343","f2:76:20:3f:00:3c","Broadcast","802.11","421","Data, SN=422, FN=0, Flags=.p....F.C"
"34","0.380241042","AristaNetwor_c5:4b:b0","Broadcast","802.11","437","Beacon frame, SN=2224, FN=0, Flags=........C, BI=100, SSID=""LAPTOP-S"""
"35","0.380533654","AristaNetwor_c5:4b:b1","Broadcast","802.11","437","Beacon frame, SN=3094, FN=0, Flags=........C, BI=100, SSID=""MOBILE-S"""
"36","0.381081795","AristaNetwor_c5:4b:b2","Broadcast","802.11","436","Beacon frame, SN=772, FN=0, Flags=........C, BI=100, SSID=""GUEST-N"""
"37","0.382303878","","42:40:0c:27:31:b0 (42:40:0c:27:31:b0) (RA)","802.11","70","Clear-to-send, Flags=........C"
"38","0.389820507","","42:40:0c:27:31:b0 (42:40:0c:27:31:b0) (RA)","802.11","70","Clear-to-send, Flags=........C"
"39","0.397354997","","42:40:0c:27:31:b0 (42:40:0c:27:31:b0) (RA)","802.11","70","Clear-to-send, Flags=........C"
"40","0.407214823","vivoMobileCo_91:ce:8f","IPv4mcast_fb","802.11","250","Data, SN=423, FN=0, Flags=.p....F.C"
"41","0.410796643","Google_09:ab:a6","IPv4mcast_fb","802.11","494","Data, SN=427, FN=0, Flags=.p....F.C"
"42","0.414856657","9a:80:16:bb:92:9d","IPv4mcast_fb","802.11","189","Data, SN=428, FN=0, Flags=.p....F.C"
"43","0.414873874","9a:80:16:bb:92:9d","IPv6mcast_fb","802.11","209","Data, SN=429, FN=0, Flags=.p....F.C"
"44","0.419856510","","42:40:0c:27:31:b0 (42:40:0c:27:31:b0) (RA)","802.11","70","Clear-to-send, Flags=........C"
"45","0.422745326","","Broadcom_08:02:bf (e0:3e:44:08:02:bf) (RA)","802.11","70","Clear-to-send, Flags=........C"
"46","0.434842099","","42:40:0c:27:31:b0 (42:40:0c:27:31:b0) (RA)","802.11","70","Clear-to-send, Flags=........C"
"47","0.442855267","Apple_8a:c7:62","IPv6mcast_16","802.11","188","Data, SN=430, FN=0, Flags=.p....F.C"
"48","0.442883881","","42:40:0c:27:31:b0 (42:40:0c:27:31:b0) (RA)","802.11","70","Clear-to-send, Flags=........C"
"49","0.449849797","","42:40:0c:27:31:b0 (42:40:0c:27:31:b0) (RA)","802.11","70","Clear-to-send, Flags=........C"
"50","0.454653505","2a:b8:02:f0:1e:54","Broadcast","802.11","252","Beacon frame, SN=2306, FN=0, Flags=........C, BI=100, SSID=""badabing"""
"51","0.457767718","","42:40:0c:27:31:b0 (42:40:0c:27:31:b0) (RA)","802.11","70","Clear-to-send, Flags=........C"
"52","0.482639257","AristaNetwor_c5:4b:b0","Broadcast","802.11","437","Beacon frame, SN=2225, FN=0, Flags=........C, BI=100, SSID=""LAPTOP-S"""
"53","0.482936161","AristaNetwor_c5:4b:b1","Broadcast","802.11","437","Beacon frame, SN=3095, FN=0, Flags=........C, BI=100, SSID=""MOBILE-S"""
"54","0.483487740","AristaNetwor_c5:4b:b2","Broadcast","802.11","436","Beacon frame, SN=773, FN=0, Flags=........C, BI=100, SSID=""GUEST-N"""
"55","0.483828957","f2:6d:13:9f:00:3c","Broadcast","802.11","421","Data, SN=431, FN=0, Flags=.p....F.C"
"56","0.497387891","42:40:0c:27:31:b0 (42:40:0c:27:31:b0) (BSSID)","Broadcast (ff:ff:ff:ff:ff:ff) (RA)","802.11","76","CF-End (Control-frame), Flags=........C"
"57","0.502373023","","42:40:0c:27:31:b0 (42:40:0c:27:31:b0) (RA)","802.11","70","Clear-to-send, Flags=........C"
"58","0.506387557","Google_09:ab:a6","IPv4mcast_fb","802.11","494","Data, SN=434, FN=0, Flags=.p....F.C"
"59","0.517404133","Apple_2a:54:60","IPv4mcast_fb","802.11","479","Data, SN=435, FN=0, Flags=.p....F.C"
"60","0.520727739","Google_81:e5:9c","IPv4mcast_fb","802.11","250","Data, SN=436, FN=0, Flags=.p....F.C"
"61","0.527047793","Apple_2a:54:60","IPv6mcast_fb","802.11","499","Data, SN=437, FN=0, Flags=.p....F.C"
"62","0.959591549","AristaNetwor_78:bd:b0","Broadcast","802.11","437","Beacon frame, SN=2527, FN=0, Flags=........C, BI=100, SSID=""LAPTOP-S"""
"63","0.959960094","AristaNetwor_78:bd:b1","Broadcast","802.11","437","Beacon frame, SN=3829, FN=0, Flags=........C, BI=100, SSID=""MOBILE-S"""
"64","0.960420430","AristaNetwor_78:bd:b2","Broadcast","802.11","436","Beacon frame, SN=2282, FN=0, Flags=........C, BI=100, SSID=""GUEST-N"""
"65","1.033265073","","7a:66:f5:a2:e6:f5 (7a:66:f5:a2:e6:f5) (RA)","802.11","70","Acknowledgement, Flags=........C"
"66","1.038272929","","7a:66:f5:a2:e6:f5 (7a:66:f5:a2:e6:f5) (RA)","802.11","70","Acknowledgement, Flags=........C"
"67","1.061985652","AristaNetwor_78:bd:b0","Broadcast","802.11","437","Beacon frame, SN=2528, FN=0, Flags=........C, BI=100, SSID=""LAPTOP-S"""
"68","1.062306115","AristaNetwor_78:bd:b1","Broadcast","802.11","437","Beacon frame, SN=3830, FN=0, Flags=........C, BI=100, SSID=""MOBILE-S"""
"69","1.062817865","AristaNetwor_78:bd:b2","Broadcast","802.11","436","Beacon frame, SN=2283, FN=0, Flags=........C, BI=100, SSID=""GUEST-N"""
"70","1.071459876","","7a:66:f5:a2:e6:f5 (7a:66:f5:a2:e6:f5) (RA)","802.11","70","Acknowledgement, Flags=........C"
"71","1.077003624","","7a:66:f5:a2:e6:f5 (7a:66:f5:a2:e6:f5) (RA)","802.11","70","Acknowledgement, Flags=........C"
"72","4.041272598","OnePlusTechn_bd:07:df","IPv6mcast_16","802.11","188","Data, SN=200, FN=0, Flags=.p....F.C"
"73","4.044544539","f2:6d:1a:ef:00:3c","Broadcast","802.11","421","Data, SN=201, FN=0, Flags=.p....F.C"
"74","4.048719078","Apple_8b:86:5c","Broadcast","802.11","146","Data, SN=202, FN=0, Flags=.p....F.C"
"75","4.063871124","OnePlusTechn_bd:07:df","IPv6mcast_16","802.11","248","Data, SN=203, FN=0, Flags=.p....F.C"
"76","4.065428626","f2:76:1b:5f:00:3c","Broadcast","802.11","421","Data, SN=204, FN=0, Flags=.p....F.C"
"77","4.096638592","AristaNetwor_c5:53:60","Broadcast","802.11","437","Beacon frame, SN=812, FN=0, Flags=........C, BI=100, SSID=""LAPTOP-S"""
"78","4.096902161","AristaNetwor_c5:53:62","Broadcast","802.11","436","Beacon frame, SN=3712, FN=0, Flags=........C, BI=100, SSID=""GUEST-N"""
"79","4.101982003","AristaNetwor_c5:4d:60","Broadcast","802.11","437","Beacon frame, SN=1291, FN=0, Flags=........C, BI=100, SSID=""LAPTOP-S"""
"80","4.102007583","AristaNetwor_c5:4d:61","Broadcast","802.11","437","Beacon frame, SN=2538, FN=0, Flags=........C, BI=100, SSID=""MOBILE-S"""
"81","4.102784622","AristaNetwor_c5:4d:62","Broadcast","802.11","436","Beacon frame, SN=2785, FN=0, Flags=........C, BI=100, SSID=""GUEST-N"""
"82","4.199668406","AristaNetwor_c5:53:60","Broadcast","802.11","437","Beacon frame, SN=813, FN=0, Flags=........C, BI=100, SSID=""LAPTOP-S"""
"83","4.199690598","AristaNetwor_c5:53:61","Broadcast","802.11","437","Beacon frame, SN=3663, FN=0, Flags=........C, BI=100, SSID=""MOBILE-S"""
"84","4.199926163","AristaNetwor_c5:53:62","Broadcast","802.11","436","Beacon frame, SN=3713, FN=0, Flags=........C, BI=100, SSID=""GUEST-N"""
"85","4.204640928","AristaNetwor_c5:4d:60","Broadcast","802.11","437","Beacon frame, SN=1292, FN=0, Flags=........C, BI=100, SSID=""LAPTOP-S"""
"86","4.204862074","AristaNetwor_c5:4d:62","Broadcast","802.11","436","Beacon frame, SN=2786, FN=0, Flags=........C, BI=100, SSID=""GUEST-N"""
"87","4.248718949","f2:d0:a4:0f:00:3c","Broadcast","802.11","421","Data, SN=211, FN=0, Flags=.p....F.C"
"88","4.327511094","","42:40:0c:27:31:b0 (42:40:0c:27:31:b0) (RA)","802.11","70","Clear-to-send, Flags=........C"
"89","4.334949228","","42:40:0c:27:31:b0 (42:40:0c:27:31:b0) (RA)","802.11","70","Clear-to-send, Flags=........C"
"90","4.342531841","","42:40:0c:27:31:b0 (42:40:0c:27:31:b0) (RA)","802.11","70","Clear-to-send, Flags=........C"
"91","4.345965744","2a:b8:02:f0:1e:54","Broadcast","802.11","252","Beacon frame, SN=2344, FN=0, Flags=........C, BI=100, SSID=""badabing"""
"92","4.349948176","","42:40:0c:27:31:b0 (42:40:0c:27:31:b0) (RA)","802.11","70","Clear-to-send, Flags=........C"
"93","4.357463395","","42:40:0c:27:31:b0 (42:40:0c:27:31:b0) (RA)","802.11","70","Clear-to-send, Flags=........C"
"94","4.373977191","AristaNetwor_c5:4b:b0","Broadcast","802.11","437","Beacon frame, SN=2263, FN=0, Flags=........C, BI=100, SSID=""LAPTOP-S"""
"95","4.374252923","AristaNetwor_c5:4b:b1","Broadcast","802.11","437","Beacon frame, SN=3133, FN=0, Flags=........C, BI=100, SSID=""MOBILE-S"""
"96","4.374801183","AristaNetwor_c5:4b:b2","Broadcast","802.11","436","Beacon frame, SN=811, FN=0, Flags=........C, BI=100, SSID=""GUEST-N"""
"97","4.381263086","Apple_9f:fd:38","IPv6mcast_fb","802.11","716","Data, SN=814, FN=0, Flags=.p....F.C"
"98","4.392256012","","42:40:0c:27:31:b0 (42:40:0c:27:31:b0) (RA)","802.11","70","Clear-to-send, Flags=........C"
"99","4.397470791","42:40:0c:27:31:b0 (42:40:0c:27:31:b0) (BSSID)","Broadcast (ff:ff:ff:ff:ff:ff) (RA)","802.11","76","CF-End (Control-frame), Flags=........C"
"100","4.398339972","f2:6d:29:bf:00:3c","Broadcast","802.11","421","Data, SN=815, FN=0, Flags=.p....F.C"
"101","4.398983991","42:40:0c:27:31:b0","HonHaiPrecis_25:fd:53","802.11","86","QoS Null function (No data), SN=1340, FN=0, Flags=......F.C"
"102","4.402673669","42:40:0c:27:31:b0","Broadcast","802.11","260","Beacon frame, SN=1341, FN=0, Flags=........C, BI=100, SSID=""MKR-new"""
"103","4.425131436","f2:6d:0f:4f:00:3c","Broadcast","802.11","421","Data, SN=816, FN=0, Flags=.p....F.C"
"104","4.425395991","f2:6d:12:4f:00:3c","Broadcast","802.11","421","Data, SN=817, FN=0, Flags=.p....F.C"
"105","4.431397269","2a:b8:02:f0:1e:54 (2a:b8:02:f0:1e:54) (TA)","Apple_2c:98:37 (3c:a6:f6:2c:98:37) (RA)","802.11","76","Request-to-send, Flags=........C"
"106","4.431418110","","2a:b8:02:f0:1e:54 (2a:b8:02:f0:1e:54) (RA)","802.11","70","Clear-to-send, Flags=........C"
"107","4.431529677","2402:3a80:1fff:3f::3657:a82d","2402:3a80:1bd5:d964:c9a3:a1a8:4554:7741","TLSv1.2","216","Application Data"
"108","4.431534000","2402:3a80:1fff:3f::3657:a82d","2402:3a80:1bd5:d964:c9a3:a1a8:4554:7741","TLSv1.2","201","Encrypted Alert"
"109","4.431537730","2402:3a80:1fff:3f::3657:a82d","2402:3a80:1bd5:d964:c9a3:a1a8:4554:7741","TCP","170","443  >  58856 [FIN, ACK] Seq=78 Ack=1 Win=149 Len=0 TSval=187835303 TSecr=697505141"
"110","4.431541270","2402:3a80:1fff:3f::3657:a82d","2402:3a80:1bd5:d964:c9a3:a1a8:4554:7741","TLSv1.2","216","Application Data"
"111","4.431544615","2402:3a80:1fff:3f::3657:a82d","2402:3a80:1bd5:d964:c9a3:a1a8:4554:7741","TLSv1.2","201","Encrypted Alert"
"112","4.431688909","2a:b8:02:f0:1e:54 (2a:b8:02:f0:1e:54) (TA)","Apple_2c:98:37 (3c:a6:f6:2c:98:37) (RA)","802.11","76","Request-to-send, Flags=........C"
"113","4.431732693","","2a:b8:02:f0:1e:54 (2a:b8:02:f0:1e:54) (RA)","802.11","70","Clear-to-send, Flags=........C"
"114","4.431872308","2402:3a80:1fff:3f::3657:a82d","2402:3a80:1bd5:d964:c9a3:a1a8:4554:7741","TCP","216","[TCP Retransmission] 443  >  58856 [PSH, ACK] Seq=1 Ack=1 Win=149 Len=46 TSval=187835303 TSecr=697505141"
"115","4.431876175","2402:3a80:1fff:3f::3657:a82d","2402:3a80:1bd5:d964:c9a3:a1a8:4554:7741","TCP","201","[TCP Retransmission] 443  >  58856 [PSH, ACK] Seq=47 Ack=1 Win=149 Len=31 TSval=187835303 TSecr=697505141"
"116","4.431879309","2402:3a80:1fff:3f::3657:a82d","2402:3a80:1bd5:d964:c9a3:a1a8:4554:7741","TCP","170","[TCP Retransmission] 443  >  58856 [FIN, ACK] Seq=78 Ack=1 Win=149 Len=0 TSval=187835303 TSecr=697505141"
"117","4.431882367","2402:3a80:1fff:3f::3657:a82d","2402:3a80:1bd5:d964:c9a3:a1a8:4554:7741","TCP","216","[TCP Retransmission] 443  >  58858 [PSH, ACK] Seq=1 Ack=1 Win=185 Len=46 TSval=187835539 TSecr=911320902"
"118","4.431885113","2402:3a80:1fff:3f::3657:a82d","2402:3a80:1bd5:d964:c9a3:a1a8:4554:7741","TCP","201","[TCP Retransmission] 443  >  58858 [PSH, ACK] Seq=47 Ack=1 Win=185 Len=31 TSval=187835539 TSecr=911320902"
"119","4.431888340","2402:3a80:1fff:3f::3657:a82d","2402:3a80:1bd5:d964:c9a3:a1a8:4554:7741","TCP","170","443  >  58858 [FIN, ACK] Seq=78 Ack=1 Win=185 Len=0 TSval=187835539 TSecr=911320902"
"120","4.431922827","Apple_2c:98:37 (3c:a6:f6:2c:98:37) (TA)","2a:b8:02:f0:1e:54 (2a:b8:02:f0:1e:54) (RA)","802.11","88","802.11 Block Ack, Flags=........C"
"121","4.432623494","","42:40:0c:27:31:b0 (42:40:0c:27:31:b0) (RA)","802.11","70","Clear-to-send, Flags=........C"
"122","4.435909172","Apple_2c:98:37 (3c:a6:f6:2c:98:37) (TA)","2a:b8:02:f0:1e:54 (2a:b8:02:f0:1e:54) (RA)","802.11","76","Request-to-send, Flags=........C"
"123","4.435927038","","Apple_2c:98:37 (3c:a6:f6:2c:98:37) (RA)","802.11","70","Clear-to-send, Flags=........C"
"124","4.436011721","2402:3a80:1bd5:d964:c9a3:a1a8:4554:7741","2402:3a80:1fff:3f::3657:a82d","TCP","170","58856  >  443 [ACK] Seq=1 Ack=78 Win=2046 Len=0 TSval=697515663 TSecr=187835303"
"125","4.436015610","2402:3a80:1bd5:d964:c9a3:a1a8:4554:7741","2402:3a80:1fff:3f::3657:a82d","TCP","170","58856  >  443 [ACK] Seq=1 Ack=79 Win=2046 Len=0 TSval=697515663 TSecr=187835303"
"126","4.436019439","2402:3a80:1bd5:d964:c9a3:a1a8:4554:7741","2402:3a80:1fff:3f::3657:a82d","TCP","170","58858  >  443 [ACK] Seq=1 Ack=78 Win=2046 Len=0 TSval=911331182 TSecr=187835539"
"127","4.436022780","2402:3a80:1bd5:d964:c9a3:a1a8:4554:7741","2402:3a80:1fff:3f::3657:a82d","TCP","170","58858  >  443 [ACK] Seq=1 Ack=79 Win=2046 Len=0 TSval=911331182 TSecr=187835539"
"128","4.436063017","2a:b8:02:f0:1e:54 (2a:b8:02:f0:1e:54) (TA)","Apple_2c:98:37 (3c:a6:f6:2c:98:37) (RA)","802.11","88","802.11 Block Ack, Flags=........C"
"129","4.437325682","Apple_2c:98:37 (3c:a6:f6:2c:98:37) (TA)","2a:b8:02:f0:1e:54 (2a:b8:02:f0:1e:54) (RA)","802.11","76","Request-to-send, Flags=........C"
"130","4.437353013","","Apple_2c:98:37 (3c:a6:f6:2c:98:37) (RA)","802.11","70","Clear-to-send, Flags=........C"
"131","4.437412997","2402:3a80:1bd5:d964:c9a3:a1a8:4554:7741","2402:3a80:1fff:3f::3657:a82d","TCP","170","58856  >  443 [FIN, ACK] Seq=1 Ack=79 Win=2048 Len=0 TSval=697515663 TSecr=187835303"
"132","4.437462960","2a:b8:02:f0:1e:54 (2a:b8:02:f0:1e:54) (TA)","Apple_2c:98:37 (3c:a6:f6:2c:98:37) (RA)","802.11","88","802.11 Block Ack, Flags=........C"
"133","4.438208735","f2:76:18:bf:00:3c","Broadcast","802.11","421","Data, SN=818, FN=0, Flags=.p....F.C"
"134","4.439900954","","42:40:0c:27:31:b0 (42:40:0c:27:31:b0) (RA)","802.11","70","Clear-to-send, Flags=........C"
"135","4.448361885","2a:b8:02:f0:1e:54","Broadcast","802.11","252","Beacon frame, SN=2345, FN=0, Flags=........C, BI=100, SSID=""badabing"""
"136","4.454940383","","42:40:0c:27:31:b0 (42:40:0c:27:31:b0) (RA)","802.11","70","Clear-to-send, Flags=........C"
"137","4.455794809","Apple_c2:8c:6b","IPv4mcast_fb","802.11","522","Data, SN=819, FN=0, Flags=.p....F.C"
"138","4.456456427","Apple_c2:8c:6b","IPv6mcast_fb","802.11","542","Data, SN=820, FN=0, Flags=.p....F.C"
"139","4.456863430","SamsungElect_fe:60:20","Broadcast","802.11","150","Data, SN=821, FN=0, Flags=.p....F.C"
"140","4.460396840","f2:6d:14:8f:00:3c","Broadcast","802.11","421","Data, SN=822, FN=0, Flags=.p....F.C"
"141","4.462410935","","42:40:0c:27:31:b0 (42:40:0c:27:31:b0) (RA)","802.11","70","Clear-to-send, Flags=........C"
"142","4.469920856","","42:40:0c:27:31:b0 (42:40:0c:27:31:b0) (RA)","802.11","70","Clear-to-send, Flags=........C"
"143","4.470482494","XiaomiCommun_2a:40:1c","IPv4mcast_fb","802.11","298","Data, SN=823, FN=0, Flags=.p....F.C"
"144","4.472911619","Apple_7b:a5:0a","IPv6mcast_fb","802.11","285","Data, SN=824, FN=0, Flags=.p....F.C"
"145","4.473575166","Apple_7b:a5:0a","IPv4mcast_fb","802.11","265","Data, SN=825, FN=0, Flags=.p....F.C"
"146","4.476365042","AristaNetwor_c5:4b:b0","Broadcast","802.11","437","Beacon frame, SN=2264, FN=0, Flags=........C, BI=100, SSID=""LAPTOP-S"""
"147","4.476656101","AristaNetwor_c5:4b:b1","Broadcast","802.11","437","Beacon frame, SN=3134, FN=0, Flags=........C, BI=100, SSID=""MOBILE-S"""
"148","4.477205406","AristaNetwor_c5:4b:b2","Broadcast","802.11","436","Beacon frame, SN=812, FN=0, Flags=........C, BI=100, SSID=""GUEST-N"""
"149","4.477417416","","42:40:0c:27:31:b0 (42:40:0c:27:31:b0) (RA)","802.11","70","Clear-to-send, Flags=........C"
"150","4.484918615","","42:40:0c:27:31:b0 (42:40:0c:27:31:b0) (RA)","802.11","70","Clear-to-send, Flags=........C"
"151","4.491533151","Apple_10:af:bc","Broadcast","802.11","150","Data, SN=826, FN=0, Flags=.p....F.C"
"152","4.492592676","","42:40:0c:27:31:b0 (42:40:0c:27:31:b0) (RA)","802.11","70","Clear-to-send, Flags=........C"
"153","4.500069017","","42:40:0c:27:31:b0 (42:40:0c:27:31:b0) (RA)","802.11","70","Clear-to-send, Flags=........C"
"154","4.505218185","42:40:0c:27:31:b0","Broadcast","802.11","260","Beacon frame, SN=1342, FN=0, Flags=........C, BI=100, SSID=""MKR-new"""
"155","4.507557802","","42:40:0c:27:31:b0 (42:40:0c:27:31:b0) (RA)","802.11","70","Clear-to-send, Flags=........C"
"156","4.515245966","","42:40:0c:27:31:b0 (42:40:0c:27:31:b0) (RA)","802.11","70","Clear-to-send, Flags=........C"
"157","4.530026725","","42:40:0c:27:31:b0 (42:40:0c:27:31:b0) (RA)","802.11","70","Clear-to-send, Flags=........C"
"158","4.537200211","f2:6d:0f:1f:00:3c","Broadcast","802.11","421","Data, SN=827, FN=0, Flags=.p....F.C"
"159","4.537591765","","42:40:0c:27:31:b0 (42:40:0c:27:31:b0) (RA)","802.11","70","Clear-to-send, Flags=........C"
"160","4.544870215","f2:76:17:6f:00:3c","Broadcast","802.11","421","Data, SN=828, FN=0, Flags=.p....F.C"
"161","4.545049972","","42:40:0c:27:31:b0 (42:40:0c:27:31:b0) (RA)","802.11","70","Clear-to-send, Flags=........C"
"162","4.560004374","","42:40:0c:27:31:b0 (42:40:0c:27:31:b0) (RA)","802.11","70","Clear-to-send, Flags=........C"
"163","4.564103924","vivoMobileCo_70:f3:c9","IPv4mcast_fb","802.11","392","Data, SN=829, FN=0, Flags=.p....F.C"
"164","4.564745297","vivoMobileCo_70:f3:c9","IPv6mcast_fb","802.11","412","Data, SN=830, FN=0, Flags=.p....F.C"
"165","4.947933986","","7a:66:f5:a2:e6:f5 (7a:66:f5:a2:e6:f5) (RA)","802.11","70","Acknowledgement, Flags=........C"
"166","5.002956041","","7a:66:f5:a2:e6:f5 (7a:66:f5:a2:e6:f5) (RA)","802.11","70","Acknowledgement, Flags=........C"
"167","5.051167282","","7a:66:f5:a2:e6:f5 (7a:66:f5:a2:e6:f5) (RA)","802.11","70","Acknowledgement, Flags=........C"
"168","5.103117593","","7a:66:f5:a2:e6:f5 (7a:66:f5:a2:e6:f5) (RA)","802.11","70","Acknowledgement, Flags=........C"
"169","5.158209275","AristaNetwor_78:bd:b0","Broadcast","802.11","437","Beacon frame, SN=2568, FN=0, Flags=........C, BI=100, SSID=""LAPTOP-S"""
"170","5.158493580","AristaNetwor_78:bd:b1","Broadcast","802.11","437","Beacon frame, SN=3870, FN=0, Flags=........C, BI=100, SSID=""MOBILE-S"""
"171","5.159036103","AristaNetwor_78:bd:b2","Broadcast","802.11","436","Beacon frame, SN=2323, FN=0, Flags=........C, BI=100, SSID=""GUEST-N"""
"172","7.890140577","","AristaNetwor_c5:4b:b1 (30:86:2d:c5:4b:b1) (RA)","802.11","70","Acknowledgement, Flags=........C"
"173","8.053470057","XiaomiCommun_02:88:59","Broadcast","802.11","150","Data, SN=540, FN=0, Flags=.p....F.C"
"174","8.089828731","AristaNetwor_c5:53:60","Broadcast","802.11","437","Beacon frame, SN=851, FN=0, Flags=........C, BI=100, SSID=""LAPTOP-S"""
"175","8.090067998","AristaNetwor_c5:53:61","Broadcast","802.11","437","Beacon frame, SN=3701, FN=0, Flags=........C, BI=100, SSID=""MOBILE-S"""
"176","8.090623466","AristaNetwor_c5:53:62","Broadcast","802.11","436","Beacon frame, SN=3751, FN=0, Flags=........C, BI=100, SSID=""GUEST-N"""
"177","8.095419933","AristaNetwor_c5:4d:60","Broadcast","802.11","437","Beacon frame, SN=1330, FN=0, Flags=........C, BI=100, SSID=""LAPTOP-S"""
"178","8.095690802","AristaNetwor_c5:4d:61","Broadcast","802.11","437","Beacon frame, SN=2577, FN=0, Flags=........C, BI=100, SSID=""MOBILE-S"""
"179","8.096224033","AristaNetwor_c5:4d:62","Broadcast","802.11","436","Beacon frame, SN=2824, FN=0, Flags=........C, BI=100, SSID=""GUEST-N"""
"180","8.096608234","16:ee:97:f8:e3:72","IPv6mcast_fb","802.11","458","Data, SN=543, FN=0, Flags=.p....F.C"
"181","8.096888213","f2:76:18:2f:00:3c","Broadcast","802.11","421","Data, SN=544, FN=0, Flags=.p....F.C"
"182","8.128150789","Apple_2a:54:60","IPv6mcast_fb","802.11","499","Data, SN=550, FN=0, Flags=.p....F.C"
